,id,title,overview,release_date,popularity,vote_average,vote_count
629,197,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",1995-03-14,37.743,7.9,8420
630,6977,No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",2007-06-13,25.366,7.9,9762
631,48035,Ordet,"The three sons of devout Danish farmer Morten have widely disparate religious beliefs. Youngest son Anders shares his father's religion, but eldest son Mikkel has lost his faith, while middle child Johannes has become delusional and proclaims that he is Jesus Christ himself. When Mikkel's wife, Inger goes into a difficult childbirth, everyone's beliefs are put to the test.",1955-01-09,7.766,7.9,263
632,435129,The Breadwinner,"A headstrong young girl in Afghanistan, ruled by the Taliban, disguises herself as a boy in order to provide for her family.",2017-11-17,15.093,7.9,618
633,60243,A Separation,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,2011-03-15,10.414,7.9,1339
634,8290,La Grande Vadrouille,"During World War II, two French civilians and a downed British Bomber Crew set out from Paris to cross the demarcation line between Nazi-occupied Northern France and the South. From there they will be able to escape to England. First, they must avoid German troops - and the consequences of their own blunders.",1966-12-08,11.299,7.9,1046
635,615453,Ne Zha,"The Primus extracts a Mixed Yuan Bead into a Spirit Seed and a Demon Pill. The Spirit Seed can be reincarnated as a human to help King Zhou establish a new dynasty, whereas the Demon Pill will create a devil threatening humanity. Ne Zha is the one who is destined to be the hero, but instead he becomes a devil incarnate, because the Spirit Seed and a Demon Pill are switched.",2019-07-26,25.177,7.9,270
636,24167,Two Women,"Widowed shopkeeper Cesira and her 13-year-old daughter Rosetta flee from the allied bombs in Rome during the second World War; they travel to the remote village where Cesira was born. During their journey and in the village and onward, the mother does everything she can to protect Rosetta. Meanwhile, a sensitive young intellectual, Michele, falls in love with Cesira.",1960-12-22,9.917,7.9,417
637,829,Chinatown,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",1974-06-20,18.447,7.9,2981
638,183011,Justice League: The Flashpoint Paradox,The Flash finds himself in a war-torn alternate timeline and teams up with alternate versions of his fellow heroes to restore the timeline.,2013-07-30,45.471,7.9,1459
639,85,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",1981-06-12,32.82,7.9,10137
640,81,Nausicaä of the Valley of the Wind,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",1984-03-11,28.783,7.9,2709
641,367412,Whiplash,"A ferocious, bullying music teacher teaches a dedicated student. This is the 18 minute short film that the feature film was based on.",2013-01-18,6.7,7.9,254
642,25364,Ace in the Hole,An arrogant reporter exploits a story about a man trapped in a cave to revitalize his career.,1951-06-29,6.943,7.9,485
643,329,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",1993-06-11,128.783,7.9,13626
644,613868,Cousins,"Lucas is a young man who lives with his religious aunt Lourdes in a quiet country town. He helps his aunt by holding religious meetings with the ladies of the area, in the living room, playing biblical songs on the keyboard. This quiet life will end as soon as the charitable aunt communicates the arrival of another nephew, Mario, just out of jail. The clash of reality between the cousins ends up causing unusual situations, and an unexpected attraction among the boys.",2019-12-10,10.231,7.9,239
645,10386,The Iron Giant,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",1999-08-06,62.614,7.9,4549
646,671,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",2001-11-16,335.853,7.9,22746
647,10728,Faust,"God and Satan war over earth; to settle things, they wager on the soul of Faust, a learned and prayerful alchemist.",1926-10-13,6.801,7.9,254
648,331482,Little Women,Four sisters come of age in America in the aftermath of the Civil War.,2019-12-25,39.788,7.9,4860
649,16390,Scooby-Doo! and the Samurai Sword,"The Mystery Inc. gang takes a trip to Japan and finds themselves circling Asia and the Pacific in a treasure hunt, racing against the vengeful Black Samurai and his Ninja warriors to find the legendary Sword of Fate, an ancient blade fabled to possess extraordinary supernatural powers.",2009-04-07,14.08,7.9,203
650,7984,In the Name of the Father,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",1993-12-12,12.237,7.9,1363
651,198,To Be or Not to Be,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",1942-03-05,9.854,7.9,506
652,3112,The Night of the Hunter,"In the Deep South, a serial-killing preacher hunts two young children who know the whereabouts of a stash of money.",1955-08-26,9.245,7.9,1189
653,946,Letter from an Unknown Woman,"A pianist about to flee from a duel receives a letter from a woman he cannot remember. As she tells the story of her lifelong love for him, he is forced to reinterpret his own past.",1948-04-28,6.022,7.9,227
654,679,Aliens,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story—all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",1986-07-18,40.409,7.9,7735
655,31442,Ivan's Childhood,"In WW2, twelve year old Soviet orphan Ivan Bondarev works for the Soviet army as a scout behind the German lines and strikes a friendship with three sympathetic Soviet officers.",1962-05-09,7.484,7.9,512
656,1892,Return of the Jedi,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",1983-05-25,28.98,7.9,12847
657,194,Amélie,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",2001-04-25,25.55,7.9,9761
658,118340,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",2014-07-30,60.759,7.9,24534
659,3870,1900,"The epic tale of a class struggle in twentieth century Italy, as seen through the eyes of two childhood friends on opposing sides.",1976-09-03,12.771,7.9,485
660,369557,Sing Street,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,2016-03-11,10.769,7.9,1912
661,726684,Miraculous World: Shanghai – The Legend of Ladydragon,"On school break, Marinette heads to Shanghai to meet Adrien. But after arriving, Marinette loses all her stuff, including the Miraculous that allows her to turn into Ladybug!",2021-05-15,313.44,7.9,448
662,564427,Minha Vida em Marte,"With the help of her best friend, Fernanda now has to deal with the perks of being married, or perhaps unmarried.",2018-12-27,5.46,7.9,261
663,122906,About Time,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",2013-09-04,35.433,7.9,6954
664,47796,Mamma Roma,"After years spent working as a prostitute in her Italian village, middle-aged Mamma Roma has saved enough money to buy herself a fruit stand so that she can have a respectable middle-class life and reestablish contact with the 16-year-old son she abandoned when he was an infant. But her former pimp threatens to expose her sordid past, and her troubled son seems destined to fall into a life of crime and violence.",1962-09-22,7.092,7.9,295
665,1402,The Pursuit of Happyness,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,2006-12-14,34.509,7.9,8295
666,746957,You've Got This,An ad creative and a successful exec have a great marriage — until he wants to be a dad just as her star is rising. Then he brings someone new home.,2020-10-02,9.688,7.9,253
667,2721,Z,"Repression is the rule of the day in this film that skewers Greek governance of the 1960s. Z, a leftist rabble rouser, is killed in what appears to be a traffic accident. But given the political climate, the death of such a prominent activist raises troubling questions. Though it's too late to save Z's life, a postmortem examination suggests that the ruling party was behind his death. As the facts leak out, those who tell the truth pay the price for their honesty.",1969-02-26,8.045,7.9,313
668,37797,Whisper of the Heart,"Shizuku lives a simple life, dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'.",1995-07-15,44.055,7.9,1451
669,804,Roman Holiday,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",1953-08-26,14.194,7.9,1578
670,56231,The Working Class Goes to Heaven,A conscientious factory worker gets his finger cut off by a machine. The accident causes him to become more involved in political and revolutionary groups.,1971-09-17,5.683,7.9,274
671,631,Sunrise: A Song of Two Humans,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.",1927-11-04,7.899,7.9,597
672,301,Rio Bravo,"The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies - a disgraced drunk and a cantankerous old cripple - must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach.",1959-03-17,16.654,7.9,858
673,45523,Louis C.K.: Hilarious,"In this unique and dynamic live concert experience, Louis C.K.'s exploration of life after 40 destroys politically correct images of modern life with thoughts we have all had...but would rarely admit to.",2010-01-26,4.746,7.9,215
674,3078,It Happened One Night,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",1934-02-22,9.196,7.9,920
675,16,Dancer in the Dark,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",2000-06-30,12.687,7.9,1415
676,579245,The Specials,"For twenty years, Bruno and Malik have lived in a different world—the world of autistic children and teens. In charge of two separate nonprofit organizations (The Hatch & The Shelter), they train young people from underprivileged areas to be caregivers for extreme cases that have been refused by all other institutions. It’s an exceptional partnership, outside of traditional settings, for some quite extraordinary characters.",2019-10-23,10.556,7.9,714
677,752,V for Vendetta,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",2006-02-23,30.86,7.9,12281
678,379170,Sherlock: The Abominable Bride,Sherlock Holmes and Dr. Watson find themselves in 1890s London in this holiday special.,2016-01-01,24.064,7.9,2006
679,25538,Yi Yi,Each member of a family in Taipei asks hard questions about life's meaning as they live through everyday quandaries.,2000-09-20,9.275,7.9,368
680,949,Heat,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,1995-12-15,37.293,7.9,5557
681,83564,La luna,"A young boy comes of age in the most peculiar of circumstances. Tonight is the very first time his Papa and Grandpa are taking him to work. In an old wooden boat they row far out to sea, and with no land in sight, they stop and wait. A big surprise awaits the boy as he discovers his family's most unusual line of work. Should he follow the example of his Papa, or his Grandpa? Will he be able to find his own way in the midst of their conflicting opinions and timeworn traditions?",2012-02-10,6.057,7.9,655
682,404378,A Street Cat Named Bob,"James Bowen, a homeless busker and recovering drug addict, has his life transformed when he meets a stray ginger cat.",2016-11-04,11.652,7.9,1131
683,296096,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",2016-06-01,135.365,7.9,10198
684,210577,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",2014-10-01,45.323,7.9,15877
685,602063,Rurouni Kenshin: The Final,"In 1879, Kenshin and his allies face their strongest enemy yet: his former brother-in-law Enishi Yukishiro and his minions, who've vowed their revenge.",2021-04-23,58.274,7.9,325
686,13398,Tokyo Godfathers,"During a Christmas Eve in Tokyo, three homeless people, middle-aged alcoholic Gin, former drag queen Hana, and dependent runaway girl Miyuki, discover an abandoned newborn while looking through the garbage. With only a handful of clues to the baby's identity, the three misfits search the city to find its parents.",2003-12-29,11.005,7.9,836
687,381341,Perfect Strangers,"During a dinner, a group of friends decide to share whatever message or phone call they will receive during the evening, with unforeseen consequences.",2016-02-11,14.265,7.9,3876
688,29455,Winter Light,"A Swedish pastor fails a loving woman, a suicidal fisherman and God.",1963-02-11,7.349,7.9,317
689,22843,Evangelion: 2.0 You Can (Not) Advance,"Under constant attack by monstrous creatures called Angels that seek to eradicate humankind, U.N. Special Agency NERV introduces two new EVA pilots to help defend the city of Tokyo-3: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Meanwhile, Gendo Ikari and SEELE proceed with a secret project that involves both Rei and Shinji.",2009-06-26,33.585,7.9,608
690,11293,Paper Moon,"During the Great Depression, a con man finds himself saddled with a young girl—who may or may not be his daughter—and the two forge an unlikely partnership.",1973-05-09,7.035,7.9,509
691,303867,World of Tomorrow,A little girl is taken on a mind-bending tour of her distant future.,2015-01-22,4.565,7.9,247
692,30588,Monsieur Verdoux,"The film is about an unemployed banker, Henri Verdoux, and his sociopathic methods of attaining income. While being both loyal and competent in his work, Verdoux has been laid-off. To make money for his wife and child, he marries wealthy widows and then murders them. His crime spree eventually works against him when two particular widows break his normal routine.",1947-09-26,6.875,7.9,305
693,899405,Anonymously Yours,"After an accidental text message turns into a digital friendship, Vale and Alex start crushing on each other without realizing they've met in real life.",2021-12-10,44.29,7.9,278
694,6715,The Cure,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",1995-04-21,7.077,7.9,239
695,1675,Day for Night,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.",1973-05-24,8.792,7.9,477
696,1394,Nostalgia,A Russian poet and his interpreter travel to Italy to research the life of an 18th-century composer.,1983-05-01,7.438,7.9,384
697,391,A Fistful of Dollars,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",1964-01-18,21.146,7.9,3292
698,438631,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",2021-09-15,232.767,7.9,7170
699,20873,The Diamond Arm,"In the southern town, a gang of ""currency traders"" is operating, led by the Chief and his assistant Kozodoyev. A modest Soviet clerk and an exemplary family man Semyon Semyonovich Gorbunkov goes on a foreign cruise on a motor ship, on which Kozodoyev also sailed, who must pick up diamonds in one of the eastern cities and transport them in a plaster hand. But due to a misunderstanding, instead of a swindler, an unsuspecting Gorbunkov falls in the appointed place, and a precious plaster is imposed on him. That's where it all starts...",1968-02-02,7.19,7.9,210
700,275,Fargo,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",1996-03-08,20.98,7.9,6426
701,313369,La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",2016-11-29,25.417,7.9,14346
702,266856,The Theory of Everything,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",2014-11-26,29.007,7.9,9358
703,11036,The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",2004-06-25,56.688,7.9,9590
704,593,Solaris,A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.,1972-03-20,9.929,7.9,1215
705,505192,Shoplifters,"After one of their shoplifting sessions, Osamu and his son come across a little girl in the freezing cold. At first reluctant to shelter the girl, Osamu’s wife agrees to take care of her after learning of the hardships she faces. Although the family is poor, barely making enough money to survive through petty crime, they seem to live happily together until an unforeseen incident reveals hidden secrets, testing the bonds that unite them.",2018-06-02,13.719,7.9,1567
706,348892,Bajrangi Bhaijaan,A young mute girl from Pakistan loses herself in India with no way to head back. A devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family.,2015-07-17,10.005,7.9,358
707,16804,Departures,"Daigo, a cellist, is laid off from his orchestra and moves with his wife back to his small hometown where the living is cheaper. Thinking he’s applying for a job at a travel agency he finds he’s being interviewed for work with departures of a more permanent nature – as an undertaker’s assistant.",2008-09-13,7.995,7.9,629
708,833,Umberto D.,"When elderly pensioner Umberto Domenico Ferrari returns to his boarding house from a protest calling for a hike in old-age pensions, his landlady demands her 15,000-lire rent by the end of the month or he and his small dog will be turned out onto the street. Unable to get the money in time, Umberto fakes illness to get sent to a hospital, giving his beloved dog to the landlady's pregnant and abandoned maid for temporary safekeeping.",1952-01-20,7.502,7.9,508
709,827,Diabolique,"The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.",1955-01-29,7.216,7.9,711
710,393,Kill Bill: Vol. 2,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",2004-04-16,29.028,7.9,11772
711,398924,A Bag of Marbles,"In occupied France, Maurice and Joseph, two young Jewish brothers left to their own devices demonstrate an incredible amount of cleverness, courage, and ingenuity to escape the enemy invasion and to try to reunite their family once again.",2017-01-18,10.343,7.9,716
712,597,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",1997-11-18,143.974,7.9,21131
713,430424,See You Up There,"In November 1918, a few days before the Armistice, when Lieutenant Pradelle orders a senseless attack, he causes a useless disaster; but his outrageous act also binds the lives of two soldiers who have nothing more in common than the battlefield: Édouard saves Albert, although at a high cost. They become companions in misfortune who will attempt to survive in a changing world. Pradelle, in his own way, does the same.",2017-10-25,8.455,7.9,1059
714,86000,Always,"Cheol-Min, a man with a dark, picks up a part-time night job as a parking lot attendant. He sits in the tiny pay booth in the parking lot and stares at the small television. A woman named Jung-Hwa walks into the booth. Cheol-Min realizes the woman is blind and she is confusing him for the parking attendant who worked there previously.  Nevertheless, the woman comes back on another night to watch the same television drama series. Cheol-Min starts becoming attached to Jung-Hwa and they find out they are connected by the same incident in the past.",2011-10-20,8.088,7.9,219
715,677638,We Bare Bears: The Movie,"When Grizz, Panda, and Ice Bear's love of food trucks and viral videos get out of hand, the brothers are now chased away from their home and embark on a trip to Canada, where they can live in peace.",2020-06-30,84.196,7.9,721
716,180147,We Are the Nobles,"Tells the ""riches to rags"" story of the Nobles, three upper-class twenty-somethings that appear to have no limits to their checkbooks, and no direction in their lives. Until one day, their father tries to teach them a lesson by staging a financial scandal that forces the whole family to escape to an old house in the poor side of town, and leads the ""kids"" to do what they haven't done before: get jobs.",2013-03-28,37.079,7.9,401
717,11830,Tampopo,"In this humorous paean to the joys of food, a pair of truck drivers happen onto a decrepit roadside shop selling ramen noodles. The widowed owner, Tampopo, begs them to help her turn her establishment into a paragon of the ""art of noodle-soup making"". Interspersed are vignettes about the importance of food to different aspects of human life.",1985-11-23,7.266,7.9,229
718,10997,Farewell My Concubine,"Abandoned by his prostitute mother in 1920, Douzi was raised by a theater troupe. There he meets Shitou and over the following years the two develop an act entitled ""Farewell My Concubine"" that brings them fame and fortune. When Shitou marries Juxian, Douzi becomes jealous, the beginnings of the acting duo's explosive breakup and tragic fall take root.",1993-01-01,12.427,7.9,377
719,235,Stand by Me,"Gordie, Chris, Teddy and Vern are four friends who decide to hike to find the corpse of Ray Brower, a local teenager, who was hit by a train while plucking blueberries in the wild.",1986-08-08,16.682,7.9,4601
720,23160,Werckmeister Harmonies,"This story takes place in a small town on the Hungarian Plain. In a provincial town, which is surrounded with nothing else but frost. It is bitterly cold weather — without snow. Even in this bewildered cold hundreds of people are standing around the circus tent, which is put up in the main square, to see — as the outcome of their wait — the chief attraction, the stuffed carcass of a real whale. The people are coming from everywhere. From the neighboring settlings, even from quite far away parts of the country. They are following this clumsy monster as a dumb, faceless, rag-wearing crowd. This strange state of affairs — the appearance of the foreigners, the extreme frost — disturbs the order of the small town. Ambitious personages of the story feel they can take advantage of this situation. The tension growing to the unbearable is brought to explosion by the figure of the Prince, who is pretending facelessness. Even his mere appearance is enough to break loose destructive emotions...",2000-07-12,7.418,7.9,230
721,11953,Kagemusha,"Akira Kurosawa's lauded feudal epic presents the tale of a petty thief who is recruited to impersonate Shingen, an aging warlord, in order to avoid attacks by competing clans. When Shingen dies, his generals reluctantly agree to have the impostor take over as the powerful ruler. He soon begins to appreciate life as Shingen, but his commitment to the role is tested when he must lead his troops into battle against the forces of a rival warlord.",1980-04-26,11.629,7.9,483
722,841755,Mortal Kombat Legends: Battle of the Realms,"The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.",2021-08-30,116.663,7.9,270
723,445030,No Game No Life: Zero,"In ancient Disboard, Riku is an angry, young warrior intent on saving humanity from the warring Exceed, the sixteen sentient species, fighting to establish the ""One True God"" amongst the Old Deus. In a lawless land, humanity's lack of magic and weak bodies have made them easy targets, leaving them on the brink of extinction. One day, hope returns to humanity when Riku finds a powerful female Ex-machina, whom he names Schwi. Exiled from her Cluster because of her research into human emotions, Schwi is convinced that humanity has only survived due to the power of these feelings. Forming an unlikely partnership in the midst of the overwhelming chaos, Riku and Schwi must now find the answers to their individual shortcomings in each other, and discover for themselves what it truly means to be human as they fight for their lives against all odds. Each with a powerful new ally in tow, it is now up to them to prevent the extinction of the human race and establish peace throughout Disboard!",2017-07-15,51.722,7.9,283
724,5544,Hiroshima Mon Amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",1959-06-10,7.358,7.9,586
725,293299,Feast,"This Oscar-winning animated short film tells the story of one man's love life as seen through the eyes of his best friend and dog, Winston, and revealed bite by bite through the meals they share.",2014-10-25,5.638,7.9,753
726,152601,Her,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",2013-12-18,23.759,7.9,12154
727,22596,Safety Last!,"When a store clerk organizes a contest to climb the outside of a tall building, circumstances force him to make the perilous climb himself.",1923-04-01,6.153,7.9,349
728,10757,Kabhi Khushi Kabhie Gham,"Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.",2001-12-14,16.825,7.9,425
729,614917,King Richard,"The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",2021-11-18,73.633,7.9,1371
730,399174,Isle of Dogs,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island that's a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",2018-03-23,18.619,7.9,3909
731,2440,Joint Security Area,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened.",2000-09-09,10.191,7.9,460
732,10774,Network,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.",1976-11-14,7.524,7.9,1302
733,579792,"Norteña at heart, Chilanga by distraction","When Cindy decides that she doesn't want to marry her boyfriend, she runs to Mexico City, where new friendships and unexpected paths teach her that there are so much more possibilities on her life and her talent than she imagines.",2020-01-24,7.619,7.9,220
734,934,Rififi,"Out of prison after a five-year stretch, jewel thief Tony turns down a quick job his friend Jo offers him, until he discovers that his old girlfriend Mado has become the lover of local gangster Pierre Grutter during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved.",1955-04-13,8.374,7.9,399
735,93,Anatomy of a Murder,"Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret.",1959-07-01,11.602,7.9,721
736,185789,Mulholland Dr.,"Initially, ""Mulholland Dr."" was to mark David Lynch's return to television. It is a retooling of a script originally shot as a 94-minute pilot for a TV series (co-written with TV screenwriter Joyce Eliason) for the channel ABC, which had approved the script, but chose not even to air the pilot once it was done in 1999, despite Lynch's labours to cut the project to their liking. It was left in limbo until 18 month later French company Studio Canal Plus (also producer of 'The Straight Story') agreed to pay ABC $7 million for the pilot, and budget a few million more to turn the pilot into a two-hour, 27-minute movie. The cost of the film doubled to $14 million as sets had to be reconstructed and actors recalled.",1999-01-01,7.154,7.9,379
